기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
기간	자치구	구분	합계	합계	합계	합계	합계	개인	개인	회사법인	회사법인	회사이외의 법인	회사이외의 법인	비법인단체	비법인단체	단독	단독	본사본점 등	본사본점 등	공장지사(점)영업소	공장지사(점)영업소
기간	자치구	구분	사업체수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
기간	자치구	구분	사업체수	여성대표자	계	남	여	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
2018	구로구	보건업 및 사회복지 서비스업	1,123	528	14,882	2,542	12,340	875	7,533	7	165	80	4,127	161	3,057	1,080	11,591	11	451	32	2,840
2018	구로구	예술 스포츠 및 여가관련 서비스업	916	383	2,617	1,432	1,185	834	1,810	39	372	30	357	13	78	880	2,233	3	86	33	298
2018	구로구	협회 및 단체 수리 및 기타 개인 서비스업	2,613	1,339	7,142	3,559	3,583	1,992	3,645	72	1,155	120	820	429	1,522	2,520	5,886	16	423	77	833
2018	금천구	합계	32,472	8,955	234,012	145,099	88,913	20,362	54,334	10,860	164,699	577	11,121	673	3,858	29,780	163,610	964	41,687	1,728	28,715
2018	금천구	농업 임업 및 어업	2	-	8	6	2	-	-	2	8	-	-	-	-	2	8	-	-	-	-
2018	금천구	제조업	5,399	1,032	40,430	25,748	14,682	3,312	12,437	2,076	27,813	11	180	-	-	5,072	32,510	191	5,987	136	1,933
2018	금천구	전기 가스 증기 및 공기조절 공급업	6	-	10	9	1	3	3	3	7	-	-	-	-	6	10	-	-	-	-
2018	금천구	수도 하수 및 폐기물 처리 원료 재생업	27	1	266	240	26	5	6	15	184	7	76	-	-	24	227	2	37	1	2
2018	금천구	건설업	1,132	164	17,882	15,662	2,220	494	1,583	636	16,295	2	4	-	-	1,047	13,305	46	3,985	39	592
2018	금천구	도매 및 소매업	9,091	2,719	40,952	24,201	16,751	5,656	12,612	3,416	28,286	17	47	2	7	8,199	28,218	285	7,612	607	5,122
2018	금천구	운수 및 창고업	2,818	167	9,064	7,863	1,201	2,562	3,552	224	5,238	27	244	5	30	2,724	6,613	20	733	74	1,718
2018	금천구	숙박 및 음식점업	3,350	1,981	11,033	3,687	7,346	3,165	9,106	178	1,894	2	7	5	26	3,210	9,557	8	234	132	1,242
2018	금천구	정보통신업	2,625	348	37,711	26,588	11,123	578	1,744	2,037	35,897	10	70	-	-	2,415	25,483	113	7,722	97	4,506
2018	금천구	금융 및 보험업	228	35	2,402	1,195	1,207	33	79	145	1,696	48	625	2	2	112	586	12	242	104	1,574
2018	금천구	부동산업	1,035	310	3,147	2,117	1,030	706	1,119	262	1,667	5	16	62	345	964	2,387	20	190	51	570
2018	금천구	전문 과학 및 기술 서비스업	2,186	298	27,977	19,380	8,597	837	2,965	1,229	23,123	115	1,871	5	18	1,796	15,093	169	7,321	221	5,563
2018	금천구	사업시설 관리 사업 지원 및 임대 서비스업	669	154	20,454	9,748	10,706	217	695	400	19,141	14	219	38	399	507	11,011	49	5,694	113	3,749
2018	금천구	공공행정 국방 및 사회보장 행정	33	4	2,474	1,462	1,012	-	-	-	-	33	2,474	-	-	30	2,429	-	-	3	45
2018	금천구	교육 서비스업	702	348	6,307	2,088	4,219	481	1,413	118	1,773	79	2,818	24	303	641	4,514	23	1,024	38	769
2018	금천구	보건업 및 사회복지 서비스업	685	273	7,162	1,243	5,919	443	3,614	7	96	57	1,457	178	1,995	645	6,232	8	358	32	572
2018	금천구	예술 스포츠 및 여가관련 서비스업	599	288	1,541	824	717	540	1,051	35	321	14	145	10	24	577	1,315	1	8	21	218
2018	금천구	협회 및 단체 수리 및 기타 개인 서비스업	1,885	833	5,192	3,038	2,154	1,330	2,355	77	1,260	136	868	342	709	1,809	4,112	17	540	59	540
2018	영등포구	합계	42,589	12,870	367,557	212,718	154,839	30,141	73,210	10,218	237,812	1,269	49,055	961	7,480	38,921	195,247	1,203	124,917	2,465	47,393
2018	영등포구	광업	3	-	13	6	7	-	-	3	13	-	-	-	-	3	13	-	-	-	-
2018	영등포구	제조업	3,957	576	13,577	9,589	3,988	3,374	8,028	578	5,440	5	109	-	-	3,841	11,415	63	1,315	53	847
2018	영등포구	전기 가스 증기 및 공기조절 공급업	11	1	781	563	218	-	-	7	249	4	532	-	-	4	44	2	201	5	536
2018	영등포구	수도 하수 및 폐기물 처리 원료 재생업	21	1	438	398	40	5	8	13	323	3	107	-	-	19	365	1	61	1	12
2018	영등포구	건설업	1,319	219	23,195	20,144	3,051	601	1,593	716	21,594	1	7	1	1	1,233	12,852	48	9,044	38	1,299
2018	영등포구	도매 및 소매업	11,068	3,432	52,863	31,401	21,462	7,795	16,220	3,223	35,948	42	659	8	36	10,050	30,852	323	14,224	695	7,787
2018	영등포구	운수 및 창고업	4,164	207	11,414	8,844	2,570	3,731	4,178	338	5,987	87	1,186	8	63	3,982	7,435	67	2,335	115	1,644
2018	영등포구	숙박 및 음식점업	6,897	3,798	27,163	10,114	17,049	6,194	18,544	684	8,471	15	123	4	25	6,330	20,257	41	418	526	6,488
2018	영등포구	정보통신업	1,749	294	30,827	22,424	8,403	525	1,270	1,194	24,821	26	4,725	4	11	1,629	17,904	69	11,243	51	1,680
2018	영등포구	금융 및 보험업	1,242	172	56,551	33,405	23,146	171	319	947	47,827	123	8,397	1	8	742	10,456	114	34,570	386	11,525
2018	영등포구	부동산업	1,911	586	8,762	5,861	2,901	1,236	2,123	399	4,245	31	255	245	2,139	1,805	5,950	41	1,559	65	1,253
2018	영등포구	전문 과학 및 기술 서비스업	2,393	380	32,357	21,475	10,882	1,026	3,009	1,113	21,923	242	7,361	12	64	2,018	13,291	193	16,673	182	2,393
2018	영등포구	사업시설 관리 사업 지원 및 임대 서비스업	1,110	279	57,524	27,060	30,464	401	930	676	56,222	20	270	13	102	891	23,514	105	29,327	114	4,683
2018	영등포구	공공행정 국방 및 사회보장 행정	70	12	9,922	5,994	3,928	-	-	-	-	70	9,922	-	-	68	9,908	-	-	2	14
2018	영등포구	교육 서비스업	1,260	670	8,754	2,892	5,862	947	2,554	146	1,513	121	4,335	46	352	1,175	6,898	24	875	61	981
2018	영등포구	보건업 및 사회복지 서비스업	1,208	468	17,253	3,705	13,548	943	8,006	8	224	83	6,634	174	2,389	1,146	12,154	18	774	44	4,325
2018	영등포구	예술 스포츠 및 여가관련 서비스업	1,139	484	4,149	2,168	1,981	1,005	1,983	83	920	40	1,179	11	67	1,084	3,280	11	158	44	711
2018	영등포구	협회 및 단체 수리 및 기타 개인 서비스업	3,067	1,291	12,014	6,675	5,339	2,187	4,445	90	2,092	356	3,254	434	2,223	2,901	8,659	83	2,140	83	1,215
2018	동작구	합계	19,916	7,788	112,564	54,644	57,920	16,683	40,668	1,888	42,731	541	23,934	804	5,231	18,823	75,511	211	16,664	882	20,389
2018	동작구	제조업	614	201	2,059	1,018	1,041	548	1,376	62	587	4	96	-	-	602	1,869	4	29	8	161
2018	동작구	전기 가스 증기 및 공기조절 공급업	4	-	148	117	31	1	1	2	57	1	90	-	-	1	1	-	-	3	147
2018	동작구	수도 하수 및 폐기물 처리 원료 재생업	13	-	423	371	52	1	3	9	227	3	193	-	-	12	389	1	34	-	-
2018	동작구	건설업	568	68	7,529	5,920	1,609	398	1,092	170	6,437	-	-	-	-	554	7,235	5	24	9	270
2018	동작구	도매 및 소매업	4,564	1,841	14,773	7,771	7,002	3,929	9,173	617	5,425	17	173	1	2	4,275	11,428	67	1,383	222	1,962
2018	동작구	운수 및 창고업	2,136	98	3,124	2,887	237	2,085	2,364	33	513	16	238	2	9	2,109	2,828	1	2	26	294
2018	동작구	숙박 및 음식점업	4,141	2,204	13,130	5,335	7,795	3,957	11,416	170	1,622	7	58	7	34	4,009	11,805	9	86	123	1,239
2018	동작구	정보통신업	222	50	4,398	2,750	1,648	82	217	130	3,900	8	270	2	11	198	1,886	10	2,077	14	435
2018	동작구	금융 및 보험업	192	37	3,642	1,756	1,886	13	22	131	2,936	48	684	-	-	53	406	12	346	127	2,890
2018	동작구	부동산업	1,279	455	5,825	2,661	3,164	991	1,611	122	2,863	19	205	147	1,146	1,237	4,988	12	447	30	390
2018	동작구	전문 과학 및 기술 서비스업	428	73	6,067	3,601	2,466	246	671	146	4,375	35	1,019	1	2	365	1,723	29	3,859	34	485
2018	동작구	사업시설 관리 사업 지원 및 임대 서비스업	318	99	10,746	4,432	6,314	201	474	109	10,221	7	50	1	1	276	3,949	14	2,375	28	4,422
2018	동작구	공공행정 국방 및 사회보장 행정	43	11	3,553	2,171	1,382	-	-	-	-	43	3,553	-	-	43	3,553	-	-	-	-
2018	동작구	교육 서비스업	1,264	696	15,755	7,060	8,695	977	2,676	130	2,765	126	10,002	31	312	1,113	6,599	21	5,433	130	3,723
2018	동작구	보건업 및 사회복지 서비스업	1,015	445	13,365	2,747	10,618	759	4,886	6	173	81	5,674	169	2,632	951	10,024	11	334	53	3,007
2018	동작구	예술 스포츠 및 여가관련 서비스업	791	313	2,761	1,485	1,276	717	1,719	32	173	26	820	16	49	764	2,250	1	66	26	445
2018	동작구	협회 및 단체 수리 및 기타 개인 서비스업	2,324	1,197	5,266	2,562	2,704	1,778	2,967	19	457	100	809	427	1,033	2,261	4,578	14	169	49	519
2018	관악구	합계	26,105	9,593	113,944	58,842	55,102	22,507	55,354	2,064	31,691	598	20,188	936	6,711	24,907	86,449	197	14,452	1,001	13,043
2018	관악구	제조업	1,255	388	4,975	2,280	2,695	1,129	3,702	123	1,245	1	1	2	27	1,238	4,471	10	457	7	47
2018	관악구	수도 하수 및 폐기물 처리 원료 재생업	11	2	183	164	19	1	1	10	182	-	-	-	-	10	145	1	38	-	-
2018	관악구	건설업	696	82	7,805	6,652	1,153	469	1,233	227	6,572	-	-	-	-	678	7,205	8	356	10	244
2018	관악구	도매 및 소매업	4,991	2,181	15,166	7,538	7,628	4,275	10,116	682	4,870	30	163	4	17	4,597	11,993	45	666	349	2,507
2018	관악구	운수 및 창고업	4,218	157	6,515	6,265	250	4,167	4,420	40	1,990	11	105	-	-	4,195	5,603	5	449	18	463
2018	관악구	숙박 및 음식점업	5,561	2,980	17,541	7,415	10,126	5,367	15,019	181	1,998	12	522	1	2	5,414	15,416	14	334	133	1,791
2018	관악구	정보통신업	288	50	3,128	2,264	864	124	331	145	2,446	15	327	4	24	259	2,190	11	158	18	780
2018	관악구	금융 및 보험업	173	21	1,857	812	1,045	25	47	93	1,178	55	632	-	-	63	343	8	149	102	1,365
2018	관악구	부동산업	1,422	423	4,010	2,670	1,340	1,219	2,430	95	807	10	40	98	733	1,385	3,459	10	237	27	314
2018	관악구	전문 과학 및 기술 서비스업	606	80	4,578	2,877	1,701	350	987	149	2,628	97	935	10	28	516	2,259	26	1,338	64	981
2018	관악구	사업시설 관리 사업 지원 및 임대 서비스업	362	112	6,276	3,602	2,674	208	589	135	5,492	10	148	9	47	304	2,943	11	1,610	47	1,723
2018	관악구	공공행정 국방 및 사회보장 행정	48	6	3,336	2,063	1,273	-	-	-	-	48	3,336	-	-	48	3,336	-	-	-	-
2018	관악구	교육 서비스업	1,191	667	16,210	7,160	9,050	944	2,821	99	1,285	112	11,910	36	194	1,097	6,755	21	8,109	73	1,346
2018	관악구	보건업 및 사회복지 서비스업	1,178	491	12,906	2,339	10,567	906	7,297	7	242	69	1,202	196	4,165	1,121	11,917	9	205	48	784
2018	관악구	예술 스포츠 및 여가관련 서비스업	1,042	436	3,133	1,747	1,386	949	2,256	43	386	23	350	27	141	1,000	2,672	8	124	34	337
2018	관악구	협회 및 단체 수리 및 기타 개인 서비스업	3,063	1,517	6,325	2,994	3,331	2,374	4,105	35	370	105	517	549	1,333	2,982	5,742	10	222	71	361
2018	서초구	합계	46,540	15,063	438,733	262,517	176,216	28,784	84,802	14,596	294,811	2,129	52,265	1,031	6,855	41,520	248,426	1,801	123,802	3,219	66,505
2018	서초구	농업 임업 및 어업	3	-	37	33	4	-	-	3	37	-	-	-	-	3	37	-	-	-	-
2018	서초구	광업	4	-	30	25	5	-	-	4	30	-	-	-	-	2	4	2	26	-	-
2018	서초구	제조업	1,075	336	5,431	3,176	2,255	639	1,461	430	3,913	6	57	-	-	978	3,577	50	1,571	47	283
2018	서초구	전기 가스 증기 및 공기조절 공급업	13	1	150	117	33	-	-	9	18	3	127	1	5	10	23	-	-	3	127
2018	서초구	수도 하수 및 폐기물 처리 원료 재생업	17	1	281	256	25	1	10	13	263	3	8	-	-	13	208	2	65	2	8
2018	서초구	건설업	1,663	256	62,442	55,914	6,528	503	1,362	1,159	61,078	1	2	-	-	1,489	36,556	97	20,714	77	5,172
2018	서초구	도매 및 소매업	12,079	4,228	67,696	39,950	27,746	7,481	16,093	4,530	50,994	61	590	7	19	10,655	33,847	505	20,882	919	12,967
2018	서초구	운수 및 창고업	1,566	146	9,020	7,693	1,327	1,214	1,554	332	6,134	17	1,267	3	65	1,449	4,582	43	2,609	74	1,829
2018	서초구	숙박 및 음식점업	6,646	3,341	33,522	13,952	19,570	5,679	21,383	939	11,859	17	209	11	71	5,923	24,944	53	762	670	7,816
2018	서초구	정보통신업	2,181	331	30,389	21,445	8,944	535	1,298	1,604	28,000	39	1,079	3	12	2,031	22,267	74	6,056	76	2,066
2018	서초구	금융 및 보험업	930	159	18,539	10,052	8,487	104	182	739	15,914	85	2,440	2	3	496	3,169	37	7,490	397	7,880
2018	서초구	부동산업	3,281	918	14,381	9,528	4,853	1,991	4,171	969	7,320	42	195	279	2,695	3,120	10,439	76	3,093	85	849
2018	서초구	전문 과학 및 기술 서비스업	6,713	947	67,657	44,023	23,634	3,465	11,062	2,190	42,054	1,039	14,441	19	100	5,785	34,769	536	18,968	392	13,920
2018	서초구	사업시설 관리 사업 지원 및 임대 서비스업	1,273	365	56,487	26,773	29,714	439	1,002	799	55,174	12	86	23	225	1,055	20,367	122	34,623	96	1,497
2018	서초구	공공행정 국방 및 사회보장 행정	65	10	11,283	6,802	4,481	-	-	-	-	64	11,240	1	43	61	10,343	1	700	3	240
2018	서초구	교육 서비스업	2,615	1,328	21,404	8,091	13,313	1,863	5,634	546	8,071	157	7,416	49	283	2,368	14,032	80	3,282	167	4,090
2018	서초구	보건업 및 사회복지 서비스업	1,661	638	20,757	4,265	16,492	1,447	11,654	19	100	99	7,863	96	1,140	1,588	13,738	15	1,119	58	5,900
2018	서초구	예술 스포츠 및 여가관련 서비스업	1,321	523	6,478	3,554	2,924	1,069	2,692	165	1,353	49	2,196	38	237	1,255	5,776	15	125	51	577
2018	서초구	협회 및 단체 수리 및 기타 개인 서비스업	3,434	1,535	12,749	6,868	5,881	2,354	5,244	146	2,499	435	3,049	499	1,957	3,239	9,748	93	1,717	102	1,284
2018	강남구	합계	71,373	22,312	694,136	384,090	310,046	40,599	137,412	27,423	487,050	2,176	62,111	1,175	7,563	62,689	381,611	3,286	208,165	5,398	104,360
2018	강남구	농업 임업 및 어업	4	1	46	35	11	-	-	4	46	-	-	-	-	4	46	-	-	-	-
2018	강남구	광업	6	-	14	12	2	-	-	6	14	-	-	-	-	5	13	1	1	-	-
2018	강남구	제조업	1,626	516	14,296	6,768	7,528	919	2,297	699	11,882	5	96	3	21	1,452	5,357	112	7,035	62	1,904
2018	강남구	전기 가스 증기 및 공기조절 공급업	39	2	1,222	1,018	204	1	4	34	991	4	227	-	-	28	64	4	767	7	391
2018	강남구	수도 하수 및 폐기물 처리 원료 재생업	21	-	823	701	122	2	4	18	693	1	126	-	-	16	644	3	99	2	80
2018	강남구	건설업	1,931	317	49,157	41,337	7,820	555	1,709	1,373	47,440	3	8	-	-	1,721	28,893	133	17,951	77	2,313
2018	강남구	도매 및 소매업	16,697	5,818	136,778	75,105	61,673	8,493	20,696	8,156	115,849	42	210	6	23	13,810	56,893	1,195	52,158	1,692	27,727
2018	강남구	운수 및 창고업	3,105	160	11,236	9,022	2,214	2,641	3,295	326	6,421	130	1,468	8	52	2,876	7,136	90	2,646	139	1,454
2018	강남구	숙박 및 음식점업	10,730	4,879	58,366	26,053	32,313	8,823	35,671	1,887	22,592	13	80	7	23	9,394	41,259	168	3,825	1,168	13,282
2018	강남구	정보통신업	4,483	695	58,879	39,291	19,588	889	2,177	3,556	55,591	35	1,082	3	29	4,189	43,288	166	11,974	128	3,617
2018	강남구	금융 및 보험업	1,940	279	34,738	19,937	14,801	225	407	1,569	30,820	127	3,472	19	39	1,191	7,481	100	13,257	649	14,000
2018	강남구	부동산업	5,779	1,568	29,039	19,049	9,990	3,278	7,201	2,127	17,067	47	1,481	327	3,290	5,450	21,486	144	5,142	185	2,411
2018	강남구	전문 과학 및 기술 서비스업	9,090	1,670	107,675	66,838	40,837	3,580	12,059	4,656	74,438	815	21,081	39	97	7,898	62,443	698	37,352	494	7,880
2018	강남구	사업시설 관리 사업 지원 및 임대 서비스업	2,008	581	83,062	40,724	42,338	652	2,148	1,319	80,291	25	570	12	53	1,691	29,044	170	46,339	147	7,679
2018	강남구	공공행정 국방 및 사회보장 행정	56	7	6,047	3,444	2,603	-	-	-	-	56	6,047	-	-	54	5,961	-	-	2	86
2018	강남구	교육 서비스업	3,838	1,804	29,182	11,066	18,116	2,609	8,349	1,012	12,487	170	7,796	47	550	3,381	19,086	151	4,926	306	5,170
2018	강남구	보건업 및 사회복지 서비스업	3,048	870	41,288	9,131	32,157	2,714	25,164	54	694	146	13,716	134	1,714	2,924	27,933	30	1,218	94	12,137
2018	강남구	예술 스포츠 및 여가관련 서비스업	1,778	603	9,179	5,106	4,073	1,375	3,849	329	4,115	53	1,120	21	95	1,644	6,051	34	1,062	100	2,066
2018	강남구	협회 및 단체 수리 및 기타 개인 서비스업	5,194	2,542	23,109	9,453	13,656	3,843	12,382	298	5,619	504	3,531	549	1,577	4,961	18,533	87	2,413	146	2,163
2018	송파구	합계	47,772	16,207	342,853	203,506	139,347	33,826	86,254	11,627	209,584	1,039	37,695	1,280	9,320	44,075	211,800	1,056	78,373	2,641	52,680
2018	송파구	농업 임업 및 어업	7	-	273	229	44	-	-	4	113	3	160	-	-	4	15	2	255	1	3
2018	송파구	광업	1	-	5	4	1	-	-	1	5	-	-	-	-	1	5	-	-	-	-
2018	송파구	제조업	1,520	383	9,200	5,550	3,650	1,042	2,779	466	6,341	10	64	2	16	1,415	5,881	63	2,891	42	428
2018	송파구	전기 가스 증기 및 공기조절 공급업	10	2	31	24	7	1	2	9	29	-	-	-	-	10	31	-	-	-	-
2018	송파구	수도 하수 및 폐기물 처리 원료 재생업	27	4	593	531	62	-	-	17	549	10	44	-	-	26	473	1	120	-	-
2018	송파구	건설업	1,870	258	46,470	40,589	5,881	728	2,545	1,139	43,915	3	10	-	-	1,727	33,269	83	12,061	60	1,140
2018	송파구	도매 및 소매업	13,666	4,813	60,790	34,629	26,161	8,220	18,695	5,396	41,648	41	409	9	38	12,343	38,258	397	12,749	926	9,783
2018	송파구	운수 및 창고업	5,915	294	15,955	14,822	1,133	5,700	6,054	179	8,935	34	948	2	18	5,839	12,128	24	2,022	52	1,805
2018	송파구	숙박 및 음식점업	7,234	3,739	30,485	12,233	18,252	6,455	20,956	765	9,394	8	105	6	30	6,676	22,607	36	453	522	7,425
2018	송파구	정보통신업	885	148	27,034	18,623	8,411	228	503	634	25,892	22	638	1	1	809	9,681	40	16,066	36	1,287
2018	송파구	금융 및 보험업	540	90	8,393	4,375	4,018	67	202	395	5,305	77	2,885	1	1	218	1,317	15	1,911	307	5,165
2018	송파구	부동산업	2,625	925	13,611	8,826	4,785	1,868	3,440	495	7,484	26	619	236	2,068	2,525	8,316	47	4,088	53	1,207
2018	송파구	전문 과학 및 기술 서비스업	2,488	369	27,676	19,472	8,204	1,158	3,875	1,152	22,242	174	1,547	4	12	2,119	14,803	173	7,934	196	4,939
2018	송파구	사업시설 관리 사업 지원 및 임대 서비스업	832	210	29,731	16,612	13,119	323	1,046	491	28,486	9	36	9	163	693	13,821	62	13,666	77	2,244
2018	송파구	공공행정 국방 및 사회보장 행정	69	13	7,087	4,465	2,622	-	-	-	-	69	7,087	-	-	68	6,795	1	292	-	-
2018	송파구	교육 서비스업	2,340	1,315	18,609	6,291	12,318	1,887	6,105	256	3,483	143	8,374	54	647	2,162	13,644	44	1,371	134	3,594
2018	송파구	보건업 및 사회복지 서비스업	1,812	816	26,546	5,582	20,964	1,528	10,471	9	199	84	11,465	191	4,411	1,754	16,545	11	570	47	9,431
2018	송파구	예술 스포츠 및 여가관련 서비스업	1,641	703	9,397	5,191	4,206	1,434	3,399	112	3,984	67	1,910	28	104	1,558	4,864	20	1,192	63	3,341
2018	송파구	협회 및 단체 수리 및 기타 개인 서비스업	4,290	2,125	10,967	5,458	5,509	3,187	6,182	107	1,580	259	1,394	737	1,811	4,128	9,347	37	732	125	888
2018	강동구	합계	29,772	10,503	145,990	78,357	67,633	25,216	59,437	3,161	62,078	536	19,671	859	4,804	28,284	98,598	288	25,109	1,200	22,283
2018	강동구	농업 임업 및 어업	3	2	40	34	6	-	-	3	40	-	-	-	-	2	21	1	19	-	-
2018	강동구	제조업	1,400	358	5,191	2,882	2,309	1,206	3,429	185	1,695	8	56	1	11	1,366	4,848	18	207	16	136
2018	강동구	전기 가스 증기 및 공기조절 공급업	2	-	89	64	25	-	-	1	3	1	86	-	-	-	-	-	-	2	89
2018	강동구	수도 하수 및 폐기물 처리 원료 재생업	16	3	522	396	126	3	14	8	230	5	278	-	-	15	473	1	49	-	-
2018	강동구	건설업	1,052	147	19,094	16,407	2,687	601	2,068	448	17,017	3	9	-	-	1,013	10,223	22	8,505	17	366
2018	강동구	도매 및 소매업	6,764	2,822	23,937	12,558	11,379	5,545	12,123	1,191	11,674	27	137	1	3	6,266	16,694	99	3,701	399	3,542
2018	강동구	운수 및 창고업	5,629	207	10,140	9,440	700	5,534	5,907	65	3,615	30	618	-	-	5,583	8,766	4	517	42	857
2018	강동구	숙박 및 음식점업	4,834	2,646	15,308	5,944	9,364	4,618	13,147	201	2,056	8	54	7	51	4,673	13,599	7	66	154	1,643
2018	강동구	정보통신업	227	40	1,758	1,150	608	111	246	107	1,296	7	205	2	11	214	1,266	6	318	7	174
2018	강동구	금융 및 보험업	263	42	3,669	1,228	2,441	37	130	180	2,932	46	607	-	-	66	311	9	311	188	3,047
2018	강동구	부동산업	1,625	575	4,331	2,789	1,542	1,245	2,039	169	1,020	23	60	188	1,212	1,572	3,780	9	85	44	466
2018	강동구	전문 과학 및 기술 서비스업	653	100	7,012	5,057	1,955	392	1,116	214	5,593	43	299	4	4	564	2,639	37	3,849	52	524
2018	강동구	사업시설 관리 사업 지원 및 임대 서비스업	468	142	12,664	6,175	6,489	258	747	198	11,827	7	78	5	12	397	4,845	32	6,124	39	1,695
2018	강동구	공공행정 국방 및 사회보장 행정	46	3	2,934	1,836	1,098	-	-	-	-	46	2,934	-	-	44	2,921	1	3	1	10
2018	강동구	교육 서비스업	1,490	830	10,844	3,550	7,294	1,271	3,641	108	1,649	94	5,476	17	78	1,390	8,208	16	540	84	2,096
2018	강동구	보건업 및 사회복지 서비스업	1,253	514	18,619	4,150	14,469	1,053	8,714	7	122	82	7,532	111	2,251	1,185	11,888	9	175	59	6,556
2018	강동구	예술 스포츠 및 여가관련 서비스업	939	408	2,905	1,534	1,371	887	2,057	25	216	24	617	3	15	910	2,291	7	125	22	489
2018	강동구	협회 및 단체 수리 및 기타 개인 서비스업	3,108	1,664	6,933	3,163	3,770	2,455	4,059	51	1,093	82	625	520	1,156	3,024	5,825	10	515	74	593
